ID,invoiceDate,billingAddress,billingCity,billingState,billingCountry,billingPostalCode,total,status,customer_ID
277,2012-04-29 00:00:00,801 W 4th Street,Reno,NV,USA,89503,8.91,1,21
278,2012-05-04 00:00:00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,13.86,1,30
279,2012-05-12 00:00:00,Porthaninkatu 9,Helsinki,,Finland,00530,0.99,1,44
280,2012-05-25 00:00:00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,1.98,1,45
281,2012-05-25 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,1.98,1,47
282,2012-05-26 00:00:00,Ordynacka 10,Warsaw,,Poland,00-358,3.96,1,49
283,2012-05-27 00:00:00,113 Lupus St,London,,United Kingdom,SW1V 3EN,5.94,1,53
284,2012-05-30 00:00:00,"3,Raj Bhavan Road",Bangalore,,India,560001,8.91,1,59
285,2012-06-04 00:00:00,Sønder Boulevard 51,Copenhagen,,Denmark,1720,13.86,1,9
286,2012-06-12 00:00:00,69 Salem Street,Boston,MA,USA,2113,0.99,1,23
287,2012-06-25 00:00:00,162 E Superior Street,Chicago,IL,USA,60611,1.98,1,24
288,2012-06-25 00:00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,1.98,1,26
289,2012-06-26 00:00:00,302 S 700 E,Salt Lake City,UT,USA,84102,3.96,1,28
290,2012-06-27 00:00:00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,5.94,1,32
291,2012-06-30 00:00:00,Barbarossastraße 19,Berlin,,Germany,10779,8.91,1,38
292,2012-07-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,13.86,1,47
293,2012-07-13 00:00:00,Theodor-Heuss-Straße 34,Stuttgart,,Germany,70174,0.99,1,2
294,2012-07-26 00:00:00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,1.98,1,3
295,2012-07-26 00:00:00,Klanova 9/506,Prague,,Czech Republic,14700,1.98,1,5
296,2012-07-27 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,3.96,1,7
297,2012-07-28 00:00:00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,5.94,1,11
298,2012-07-31 00:00:00,1 Microsoft Way,Redmond,WA,USA,98052-8300,10.91,1,17
299,2012-08-05 00:00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,23.86,1,26
300,2012-08-13 00:00:00,"8, Rue Hanovre",Paris,,France,75002,0.99,1,40
301,2012-08-26 00:00:00,"11, Place Bellecour",Lyon,,France,69002,1.98,1,41
302,2012-08-26 00:00:00,"68, Rue Jouvence",Dijon,,France,21000,1.98,1,43
303,2012-08-27 00:00:00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,3.96,1,45
304,2012-08-28 00:00:00,Ordynacka 10,Warsaw,,Poland,00-358,5.94,1,49
305,2012-08-31 00:00:00,421 Bourke Street,Sidney,NSW,Australia,2010,8.91,1,55
306,2012-09-05 00:00:00,Klanova 9/506,Prague,,Czech Republic,14700,16.86,1,5
307,2012-09-13 00:00:00,1 Infinite Loop,Cupertino,CA,USA,95014,1.99,1,19
308,2012-09-26 00:00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,3.98,1,20
309,2012-09-26 00:00:00,120 S Orange Ave,Orlando,FL,USA,32801,3.98,1,22
310,2012-09-27 00:00:00,162 E Superior Street,Chicago,IL,USA,60611,7.96,1,24
311,2012-09-28 00:00:00,302 S 700 E,Salt Lake City,UT,USA,84102,11.94,1,28
312,2012-10-01 00:00:00,Rua da Assunção 53,Lisbon,,Portugal,,10.91,1,34
313,2012-10-06 00:00:00,"68, Rue Jouvence",Dijon,,France,21000,16.86,1,43
314,2012-10-14 00:00:00,"Calle Lira, 198",Santiago,,Chile,,0.99,1,57
315,2012-10-27 00:00:00,"12,Community Centre",Delhi,,India,110017,1.98,1,58
316,2012-10-27 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,1.98,1,1
317,2012-10-28 00:00:00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,3.96,1,3
318,2012-10-29 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,5.94,1,7
319,2012-11-01 00:00:00,Qe 7 Bloco G,Brasília,DF,Brazil,71020-677,8.91,1,13
320,2012-11-06 00:00:00,120 S Orange Ave,Orlando,FL,USA,32801,13.86,1,22
321,2012-11-14 00:00:00,Tauentzienstraße 8,Berlin,,Germany,10789,0.99,1,36
322,2012-11-27 00:00:00,Berger Straße 10,Frankfurt,,Germany,60316,1.98,1,37
323,2012-11-27 00:00:00,"4, Rue Milton",Paris,,France,75009,1.98,1,39
324,2012-11-28 00:00:00,"11, Place Bellecour",Lyon,,France,69002,3.96,1,41
325,2012-11-29 00:00:00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,5.94,1,45
326,2012-12-02 00:00:00,Celsiusg. 9,Stockholm,,Sweden,11230,8.91,1,51
327,2012-12-07 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,13.86,1,1
328,2012-12-15 00:00:00,700 W Pender Street,Vancouver,BC,Canada,V6C 1G8,0.99,1,15
329,2012-12-28 00:00:00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,1.98,1,16
330,2012-12-28 00:00:00,627 Broadway,New York,NY,USA,10012-2612,1.98,1,18
331,2012-12-29 00:00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,3.96,1,20
332,2012-12-30 00:00:00,162 E Superior Street,Chicago,IL,USA,60611,5.94,1,24
333,2013-01-02 00:00:00,230 Elgin Street,Ottawa,ON,Canada,K2P 1L7,8.91,1,30
334,2013-01-07 00:00:00,"4, Rue Milton",Paris,,France,75009,13.86,1,39
335,2013-01-15 00:00:00,113 Lupus St,London,,United Kingdom,SW1V 3EN,0.99,1,53
336,2013-01-28 00:00:00,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,1.98,1,54
337,2013-01-28 00:00:00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,1.98,1,56
338,2013-01-29 00:00:00,"12,Community Centre",Delhi,,India,110017,3.96,1,58
339,2013-01-30 00:00:00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,5.94,1,3
340,2013-02-02 00:00:00,Sønder Boulevard 51,Copenhagen,,Denmark,1720,8.91,1,9
341,2013-02-07 00:00:00,627 Broadway,New York,NY,USA,10012-2612,13.86,1,18
342,2013-02-15 00:00:00,696 Osborne Street,Winnipeg,MB,Canada,R3L 2B9,0.99,1,32
343,2013-02-28 00:00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,1.98,1,33
344,2013-02-28 00:00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,1.98,1,35
345,2013-03-01 00:00:00,Berger Straße 10,Frankfurt,,Germany,60316,3.96,1,37
346,2013-03-02 00:00:00,"11, Place Bellecour",Lyon,,France,69002,5.94,1,41
347,2013-03-05 00:00:00,"Via Degli Scipioni, 43",Rome,RM,Italy,00192,8.91,1,47
348,2013-03-10 00:00:00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,13.86,1,56
349,2013-03-18 00:00:00,"Av. Paulista, 2022",São Paulo,SP,Brazil,01310-200,0.99,1,11
350,2013-03-31 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,1.98,1,12
351,2013-03-31 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,1.98,1,14
352,2013-04-01 00:00:00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,3.96,1,16
353,2013-04-02 00:00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,5.94,1,20
354,2013-04-05 00:00:00,2211 W Berry Street,Fort Worth,TX,USA,76110,8.91,1,26
355,2013-04-10 00:00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,13.86,1,35
356,2013-04-18 00:00:00,Ordynacka 10,Warsaw,,Poland,00-358,0.99,1,49
357,2013-05-01 00:00:00,C/ San Bernardo 85,Madrid,,Spain,28015,1.98,1,50
358,2013-05-01 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,1.98,1,52
359,2013-05-02 00:00:00,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,3.96,1,54
360,2013-05-03 00:00:00,"12,Community Centre",Delhi,,India,110017,5.94,1,58
361,2013-05-06 00:00:00,Klanova 9/506,Prague,,Czech Republic,14700,8.91,1,5
362,2013-05-11 00:00:00,8210 111 ST NW,Edmonton,AB,Canada,T6G 2C7,13.86,1,14
363,2013-05-19 00:00:00,302 S 700 E,Salt Lake City,UT,USA,84102,0.99,1,28
364,2013-06-01 00:00:00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,1.98,1,29
365,2013-06-01 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,1.98,1,31
366,2013-06-02 00:00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,3.96,1,33
367,2013-06-03 00:00:00,Berger Straße 10,Frankfurt,,Germany,60316,5.94,1,37
368,2013-06-06 00:00:00,"68, Rue Jouvence",Dijon,,France,21000,8.91,1,43
369,2013-06-11 00:00:00,202 Hoxton Street,London,,United Kingdom,N1 5LH,13.86,1,52
370,2013-06-19 00:00:00,"Rotenturmstraße 4, 1010 Innere Stadt",Vienne,,Austria,1010,0.99,1,7
371,2013-07-02 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,1.98,1,8
372,2013-07-02 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,1.98,1,10
373,2013-07-03 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,3.96,1,12
374,2013-07-04 00:00:00,1600 Amphitheatre Parkway,Mountain View,CA,USA,94043-1351,5.94,1,16
375,2013-07-07 00:00:00,120 S Orange Ave,Orlando,FL,USA,32801,8.91,1,22
376,2013-07-12 00:00:00,194A Chain Lake Drive,Halifax,NS,Canada,B3S 1C5,13.86,1,31
377,2013-07-20 00:00:00,Erzsébet krt. 58.,Budapest,,Hungary,H-1073,0.99,1,45
378,2013-08-02 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,1.98,1,46
379,2013-08-02 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,1.98,1,48
380,2013-08-03 00:00:00,C/ San Bernardo 85,Madrid,,Spain,28015,3.96,1,50
381,2013-08-04 00:00:00,110 Raeburn Pl,Edinburgh ,,United Kingdom,EH4 1HH,5.94,1,54
382,2013-08-07 00:00:00,"Av. Brigadeiro Faria Lima, 2170",São José dos Campos,SP,Brazil,12227-000,8.91,1,1
383,2013-08-12 00:00:00,"Rua Dr. Falcão Filho, 155",São Paulo,SP,Brazil,01007-010,13.86,1,10
384,2013-08-20 00:00:00,162 E Superior Street,Chicago,IL,USA,60611,0.99,1,24
385,2013-09-02 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,1.98,1,25
386,2013-09-02 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,1.98,1,27
387,2013-09-03 00:00:00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,3.96,1,29
388,2013-09-04 00:00:00,5112 48 Street,Yellowknife,NT,Canada,X1A 1N6,5.94,1,33
389,2013-09-07 00:00:00,"4, Rue Milton",Paris,,France,75009,8.91,1,39
390,2013-09-12 00:00:00,Lijnbaansgracht 120bg,Amsterdam,VV,Netherlands,1016,13.86,1,48
391,2013-09-20 00:00:00,1498 rue Bélanger,Montréal,QC,Canada,H2G 1A7,0.99,1,3
392,2013-10-03 00:00:00,Ullevålsveien 14,Oslo,,Norway,0171,1.98,1,4
393,2013-10-03 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,1.98,1,6
394,2013-10-04 00:00:00,Grétrystraat 63,Brussels,,Belgium,1000,3.96,1,8
395,2013-10-05 00:00:00,"Praça Pio X, 119",Rio de Janeiro,RJ,Brazil,20040-020,5.94,1,12
396,2013-10-08 00:00:00,627 Broadway,New York,NY,USA,10012-2612,8.91,1,18
397,2013-10-13 00:00:00,1033 N Park Ave,Tucson,AZ,USA,85719,13.86,1,27
398,2013-10-21 00:00:00,"11, Place Bellecour",Lyon,,France,69002,0.99,1,41
399,2013-11-03 00:00:00,"9, Place Louis Barthou",Bordeaux,,France,33000,1.98,1,42
400,2013-11-03 00:00:00,Porthaninkatu 9,Helsinki,,Finland,00530,1.98,1,44
401,2013-11-04 00:00:00,3 Chatham Street,Dublin,Dublin,Ireland,,3.96,1,46
402,2013-11-05 00:00:00,C/ San Bernardo 85,Madrid,,Spain,28015,5.94,1,50
403,2013-11-08 00:00:00,307 Macacha Güemes,Buenos Aires,,Argentina,1106,8.91,1,56
404,2013-11-13 00:00:00,Rilská 3174/6,Prague,,Czech Republic,14300,25.86,1,6
405,2013-11-21 00:00:00,541 Del Medio Avenue,Mountain View,CA,USA,94040-111,0.99,1,20
406,2013-12-04 00:00:00,801 W 4th Street,Reno,NV,USA,89503,1.98,1,21
407,2013-12-04 00:00:00,69 Salem Street,Boston,MA,USA,2113,1.98,1,23
408,2013-12-05 00:00:00,319 N. Frances Street,Madison,WI,USA,53703,3.96,1,25
409,2013-12-06 00:00:00,796 Dundas Street West,Toronto,ON,Canada,M6J 1V1,5.94,1,29
410,2013-12-09 00:00:00,"Rua dos Campeões Europeus de Viena, 4350",Porto,,Portugal,,8.91,1,35
411,2013-12-14 00:00:00,Porthaninkatu 9,Helsinki,,Finland,00530,13.86,1,44
412,2013-12-22 00:00:00,"12,Community Centre",Delhi,,India,110017,1.99,1,58
413,1605029257560,,,,,,0.99,1,4
